raw_filename,run_id,source_commit,schema_version,method_identity,cohort,execution_index,configured_concurrency,repetition,pair_index,position_in_pair,cell_id,protection_mode,protection_bound,planned,offered,dispatched,capacity_attempted,capacity_admitted,capacity_refused,protected_writer_entered,writer_terminal,terminal,acknowledged_accepted,acceptance_proportion,refusal_proportion,acknowledged_accepted_throughput_per_second,observed_elapsed_ns,public_call_p50_ms,public_call_p95_ms,accepted_public_call_p50_ms,protected_body_p50_ms,protected_body_p95_ms,public_call_sample_count,admitted_latency_sample_count,public_call_max_overlap,protected_body_max_overlap,native_writer_failures,problems_count,harness_failures_count,residual_count,incomplete,cleanup_completed,last_capacity_refusal_ns,first_protected_body_completion_ns,last_refusal_before_first_completion,refusal_to_first_completion_gap_ms,business_uow_p50_ms,append_admission_p50_ms,commit_finalization_p50_ms,validation_runtime_p50_us,preliminary_idempotency_p50_ms,accepted_history_load_p50_ms,preliminary_read_cleanup_p50_ms,authoritative_idempotency_p50_ms,idempotency_record_p50_ms,producer_write_invocation_p50_ms
058-recorded-n32-unprotected-r04.json,pr4-20260910T114905838802Z-e08b79801f9f,e08b79801f9f2c28ad050902700287df5c4968bf,1,pr4-protected-vs-unprotected-v1,recorded,58,32,4,29,0,pr4-level-4-recorded-unprotected,unprotected,,512,512,512,,,,,512,512,512,1,,1060.613344162306,482739542,29.602708,37.1409898,29.602708,,,512,512,32,,0,0,0,0,false,true,,,,,17.6459165,5.5734785,3.0659795,7.25,5.6210625,2.805333,2.571333,5.4875,2.6939165,29.57575
059-recorded-n32-protected-r04.json,pr4-20260910T114905838802Z-e08b79801f9f,e08b79801f9f2c28ad050902700287df5c4968bf,1,pr4-protected-vs-unprotected-v1,recorded,59,32,4,29,1,pr4-level-4-recorded-protected,protected,8,512,512,512,512,8,504,8,8,512,8,0.015625,0.984375,343.7213663989851,23274666,0.001667,0.002084,22.6077915,22.6012295,23.0115331,512,8,9,8,0,0,0,0,false,true,4615292410263375,4615292421699083,true,11.435708,4.5038545,1.28225,1.1470205,9.6665,16.0208335,1.083375,0.7123335,1.619729,0.676646,22.5761665
060-recorded-n8-protected-r05.json,pr4-20260910T114905838802Z-e08b79801f9f,e08b79801f9f2c28ad050902700287df5c4968bf,1,pr4-protected-vs-unprotected-v1,recorded,60,8,5,30,0,pr4-level-0-recorded-protected,protected,8,512,512,512,512,512,0,512,512,512,512,1,0,1195.7447126329089,428185042,6.467625,8.505129349999999,6.467625,6.4626875,8.499592,512,512,8,8,0,0,0,0,false,true,,4615293592413500,,,3.9889585,1.2228545,0.727083,6.6045,1.1318125,0.5439585,0.471875,1.1020835,0.530313,6.423354
061-recorded-n8-unprotected-r05.json,pr4-20260910T114905838802Z-e08b79801f9f,e08b79801f9f2c28ad050902700287df5c4968bf,1,pr4-protected-vs-unprotected-v1,recorded,61,8,5,30,1,pr4-level-0-recorded-unprotected,unprotected,,512,512,512,,,,,512,512,512,1,,1176.0895481932555,435341000,6.667604,8.618172699999999,6.667604,,,512,512,8,,0,0,0,0,false,true,,,,,4.0840835,1.2371665,0.759083,6.5205,1.1813535,0.5408335,0.4736875,1.1323125,0.5569995,6.643438
062-recorded-n10-unprotected-r05.json,pr4-20260910T114905838802Z-e08b79801f9f,e08b79801f9f2c28ad050902700287df5c4968bf,1,pr4-protected-vs-unprotected-v1,recorded,62,10,5,31,0,pr4-level-1-recorded-unprotected,unprotected,,512,512,512,,,,,512,512,512,1,,1177.6588682226752,434760875,8.333875,10.54700815,8.333875,,,512,512,10,,0,0,0,0,false,true,,,,,5.0444165,1.5890415,0.916042,6.709,1.590354,0.7499795,0.654021,1.513812,0.7476665,8.2953335
063-recorded-n10-protected-r05.json,pr4-20260910T114905838802Z-e08b79801f9f,e08b79801f9f2c28ad050902700287df5c4968bf,1,pr4-protected-vs-unprotected-v1,recorded,63,10,5,31,1,pr4-level-1-recorded-protected,protected,8,512,512,512,512,8,504,8,8,512,8,0.015625,0.984375,359.49469066785036,22253458,0.001584,0.001958,21.6585205,21.6535,22.00798795,512,8,9,8,0,0,0,0,false,true,4615299512969500,4615299523228916,true,10.259416,5.1427085,1.346271,1.694146,7.9795,14.485271,0.6750415,1.090375,1.5360415,0.54075,21.6206875
064-recorded-n12-protected-r05.json,pr4-20260910T114905838802Z-e08b79801f9f,e08b79801f9f2c28ad050902700287df5c4968bf,1,pr4-protected-vs-unprotected-v1,recorded,64,12,5,32,0,pr4-level-2-recorded-protected,protected,8,512,512,512,512,8,504,8,8,512,8,0.015625,0.984375,371.1615286621603,21553958,0.001792,0.004666,20.9396045,20.9321665,21.256558100000003,512,8,9,8,0,0,0,0,false,true,4615300676934458,4615300685933333,true,8.998875,5.300229,1.3681665,0.8411045,10.521,12.8298545,1.8763745,0.5379165,2.2365835,0.5936875,20.902396
065-recorded-n12-unprotected-r05.json,pr4-20260910T114905838802Z-e08b79801f9f,e08b79801f9f2c28ad050902700287df5c4968bf,1,pr4-protected-vs-unprotected-v1,recorded,65,12,5,32,1,pr4-level-2-recorded-unprotected,unprotected,,512,512,512,,,,,512,512,512,1,,1087.5807885863494,470769625,10.7866875,13.471135199999999,10.7866875,,,512,512,12,,0,0,0,0,false,true,,,,,6.5898335,2.044438,1.2035005,6.8125,2.027979,1.0149795,0.925458,2.026229,1.0552495,10.758146
066-recorded-n16-unprotected-r05.json,pr4-20260910T114905838802Z-e08b79801f9f,e08b79801f9f2c28ad050902700287df5c4968bf,1,pr4-protected-vs-unprotected-v1,recorded,66,16,5,33,0,pr4-level-3-recorded-unprotected,unprotected,,512,512,512,,,,,512,512,512,1,,1114.8338772321854,459261250,13.9907085,18.23334185,13.9907085,,,512,512,16,,0,0,0,0,false,true,,,,,8.483021,2.780271,1.528396,6.625,2.698208,1.261792,1.214083,2.5834585,1.3351665,13.9639375
067-recorded-n16-protected-r05.json,pr4-20260910T114905838802Z-e08b79801f9f,e08b79801f9f2c28ad050902700287df5c4968bf,1,pr4-protected-vs-unprotected-v1,recorded,67,16,5,33,1,pr4-level-3-recorded-protected,protected,8,512,512,512,512,8,504,8,8,512,8,0.015625,0.984375,434.4972809431719,18412083,0.001459,0.0029791999999999952,17.7815005,17.758125,18.032252399999997,512,8,9,8,0,0,0,0,false,true,4615305794445458,4615305802274791,true,7.829333,4.872271,1.6863335,0.756854,7.2915,11.628792,0.6762505,0.4662705,1.7011665,0.5955415,17.7283335
068-recorded-n32-protected-r05.json,pr4-20260910T114905838802Z-e08b79801f9f,e08b79801f9f2c28ad050902700287df5c4968bf,1,pr4-protected-vs-unprotected-v1,recorded,68,32,5,34,0,pr4-level-4-recorded-protected,protected,8,512,512,512,512,8,504,8,8,512,8,0.015625,0.984375,345.4796940207268,23156209,0.001917,0.002579349999999999,22.256583,22.246375,22.6811057,512,8,10,8,0,0,0,0,false,true,4615307086989166,4615307095492000,true,8.502834,4.872146,1.5469585,0.8151875,10.6665,14.888583,0.9734585,0.889791,1.708625,0.6847085,22.20125
069-recorded-n32-unprotected-r05.json,pr4-20260910T114905838802Z-e08b79801f9f,e08b79801f9f2c28ad050902700287df5c4968bf,1,pr4-protected-vs-unprotected-v1,recorded,69,32,5,34,1,pr4-level-4-recorded-unprotected,unprotected,,512,512,512,,,,,512,512,512,1,,1108.2518957768834,461988833,28.3225625,35.76622485,28.3225625,,,512,512,32,,0,0,0,0,false,true,,,,,16.8429585,5.3588545,2.845563,6.8125,5.4049375,2.652479,2.4255415,5.26025,2.7085,28.295875
